ref.tax.name	IMG.genome.ID	status	domain	phylum	rRNA.gene.copy.number	genome.size.Mbp
ref2508519635	2508501004	Draft	Bacteria	Firmicutes	9	3.545944
ref2508524678	2508501005	Draft	Bacteria	Proteobacteria	4	4.243884
ref2508531224	2508501006	Draft	Bacteria	Proteobacteria	1	4.648785
ref2508545847	2508501009	Permanent Draft	Bacteria	Proteobacteria	1	7.784016
ref2508553359	2508501011	Finished	Bacteria	Cyanobacteria	2	3.342364
ref2508557305	2508501012	Permanent Draft	Bacteria	Actinobacteria	3	5.965593
ref2508563016	2508501013	Permanent Draft	Bacteria	Actinobacteria	3	5.408301
ref2508566070	2508501014	Draft	Archaea	Euryarchaeota	1	3.848468
ref2508571360	2508501015	Draft	Archaea	Euryarchaeota	1	3.816558
ref2508578863	2508501017	Draft	Archaea	Euryarchaeota	1	4.524388
ref2508585981	2508501018	Draft	Archaea	Euryarchaeota	2	3.930055
ref2508588016	2508501019	Draft	Archaea	Euryarchaeota	1	3.905749
ref2508593565	2508501020	Draft	Archaea	Euryarchaeota	1	3.371699
ref2508594038	2508501021	Permanent Draft	Bacteria	Proteobacteria	1	5.600627
ref2508601102	2508501023	Permanent Draft	Bacteria	Proteobacteria	4	3.974658
ref2508620771	2508501027	Permanent Draft	Bacteria	Proteobacteria	1	4.207716
ref2508624596	2508501028	Permanent Draft	Bacteria	Actinobacteria	1	4.252182
ref2508634843	2508501030	Permanent Draft	Bacteria	Proteobacteria	1	4.658858
ref2508639188	2508501031	Permanent Draft	Bacteria	Proteobacteria	4	4.428365
ref2508666113	2508501037	Permanent Draft	Bacteria	Proteobacteria	1	4.234633
ref2508668905	2508501038	Permanent Draft	Bacteria	Proteobacteria	2	4.590519
ref2508672584	2508501039	Permanent Draft	Bacteria	Actinobacteria	3	9.978592
ref2508683734	2508501040	Permanent Draft	Bacteria	Proteobacteria	6	8.743528
ref2508688641	2508501041	Finished	Bacteria	Cyanobacteria	2	3.583735
ref2508701393	2508501043	Permanent Draft	Bacteria	Proteobacteria	4	4.257954
ref2508703730	2508501044	Permanent Draft	Bacteria	Actinobacteria	3	4.763852
ref2508709022	2508501045	Finished	Bacteria	Deinococcus-Thermus	2	2.401329
ref2508710874	2508501046	Finished	Bacteria	Proteobacteria	2	3.80698
ref2508715809	2508501047	Permanent Draft	Bacteria	Proteobacteria	2	4.265146
ref2508720846	2508501048	Permanent Draft	Bacteria	Proteobacteria	1	5.342862
ref2508724569	2508501049	Permanent Draft	Archaea	Crenarchaeota	1	2.817452
ref2508725373	2508501050	Permanent Draft	Bacteria	Proteobacteria	1	9.633614
ref2508740030	2508501051	Finished	Bacteria	Proteobacteria	3	5.017071
ref2508741175	2508501052	Permanent Draft	Bacteria	Actinobacteria	2	7.306413
ref2508833107	2508501066	Permanent Draft	Bacteria	Proteobacteria	2	5.022295
ref2508840768	2508501068	Permanent Draft	Bacteria	Synergistetes	3	1.880838
ref2508842736	2508501069	Finished	Bacteria	Firmicutes	5	4.355525
ref2508848628	2508501070	Finished	Bacteria	Spirochaetes	4	3.590853
ref2508850209	2508501071	Permanent Draft	Bacteria	Proteobacteria	7	5.454741
ref2508855671	2508501072	Draft	Bacteria	Proteobacteria	5	6.112448
ref2508874432	2508501075	Permanent Draft	Bacteria	Cyanobacteria	1	6.89406
ref2509011595	2508501098	Finished	Bacteria	Bacteroidetes	2	4.000057
ref2509034918	2508501103	Permanent Draft	Bacteria	Synergistetes	3	1.675934
ref2509037507	2508501105	Finished	Archaea	Euryarchaeota	1	2.820858
ref2509043723	2508501106	Finished	Bacteria	Actinobacteria	2	6.415739
ref2509046747	2508501107	Permanent Draft	Bacteria	Proteobacteria	2	5.667477
ref2509051587	2508501108	Finished	Bacteria	Deinococcus-Thermus	2	2.311212
ref2509055165	2508501109	Finished	Archaea	Euryarchaeota	1	1.43709
ref2509057142	2508501110	Permanent Draft	Bacteria	Proteobacteria	2	3.448426
ref2509062551	2508501111	Finished	Bacteria	Chloroflexi	5	6.78543
ref2509069147	2508501112	Permanent Draft	Bacteria	Proteobacteria	3	5.043564
ref2509076004	2508501114	Permanent Draft	Bacteria	Proteobacteria	1	7.082538
ref2509080809	2508501115	Permanent Draft	Bacteria	Deinococcus-Thermus	1	4.765907
ref2509095899	2508501119	Permanent Draft	Bacteria	Actinobacteria	2	4.564108
ref2509101078	2508501120	Finished	Bacteria	Thermotogae	3	2.244793
ref2509115118	2508501123	Permanent Draft	Bacteria	Proteobacteria	2	6.283661
ref2509126274	2508501124	Permanent Draft	Bacteria	Proteobacteria	1	7.679067
ref2509134658	2508501126	Permanent Draft	Bacteria	Proteobacteria	2	6.938611
ref2509142689	2508501127	Permanent Draft	Bacteria	Proteobacteria	2	7.037543
ref2509146418	2508501128	Permanent Draft	Bacteria	Proteobacteria	1	8.613869
ref2509269709	2508501136	Finished	Bacteria	Firmicutes	8	5.863081
ref2509326114	2509276007	Permanent Draft	Bacteria	Firmicutes	7	3.384656
ref2509338171	2509276010	Permanent Draft	Bacteria	Proteobacteria	3	3.346704
ref2509349678	2509276013	Permanent Draft	Bacteria	Proteobacteria	4	3.530768
ref2509355029	2509276014	Permanent Draft	Bacteria	Actinobacteria	2	4.754646
ref2509362170	2509276016	Permanent Draft	Bacteria	Proteobacteria	2	3.245766
ref2509366629	2509276017	Permanent Draft	Bacteria	Proteobacteria	2	4.70034
ref2509378298	2509276019	Permanent Draft	Bacteria	Proteobacteria	1	6.802256
ref2509382551	2509276020	Finished	Bacteria	Bacteroidetes	4	5.60804
ref2509394613	2509276022	Finished	Bacteria	Proteobacteria	2	6.200534
ref2509400409	2509276023	Permanent Draft	Bacteria	Bacteroidetes	5	4.12227
ref2509406540	2509276025	Permanent Draft	Bacteria	Firmicutes	4	2.540159
ref2509409670	2509276026	Permanent Draft	Bacteria	Bacteroidetes	3	4.508243
ref2509424812	2509276028	Finished	Bacteria	Cyanobacteria	3	7.80427
ref2509425906	2509276029	Permanent Draft	Bacteria	Bacteroidetes	5	3.287991
ref2509428214	2509276030	Finished	Bacteria	Cyanobacteria	1	3.720499
ref2509438224	2509276031	Finished	Bacteria	Cyanobacteria	4	7.96651
ref2509457131	2509276035	Permanent Draft	Bacteria	Bacteroidetes	4	4.49525
ref2509460928	2509276036	Permanent Draft	Bacteria	Proteobacteria	1	3.196878
ref2509489351	2509276043	Draft	Bacteria	Firmicutes	1	2.484443
ref2509500491	2509276045	Permanent Draft	Bacteria	Cyanobacteria	2	5.646343
ref2509513381	2509276047	Permanent Draft	Bacteria	Cyanobacteria	8	8.594406
ref2509520647	2509276048	Permanent Draft	Bacteria	Proteobacteria	7	8.61271
ref2509524948	2509276050	Draft	Bacteria	Firmicutes	2	1.946267
ref2509527215	2509276051	Finished	Bacteria	Firmicutes	8	4.613747
ref2509548668	2509276054	Permanent Draft	Bacteria	Actinobacteria	3	4.776006
ref2509551664	2509276055	Permanent Draft	Bacteria	Spirochaetes	1	3.449536
ref2509553270	2509276056	Finished	Bacteria	Cyanobacteria	3	3.781008
ref2509558667	2509276057	Finished	Bacteria	Spirochaetes	3	3.285855
ref2509560757	2509276058	Finished	Bacteria	Bacteroidetes	4	4.196595
ref2509563357	2509276059	Finished	Bacteria	Bacteroidetes	3	4.919337
ref2509566925	2509276060	Finished	Bacteria	Firmicutes	9	5.0441
ref2509572285	2509276061	Finished	Bacteria	Cyanobacteria	3	4.986817
ref2509576562	2509276062	Finished	Bacteria	Bacteroidetes	4	5.202069
ref2509581317	2509276063	Finished	Bacteria	Bacteroidetes	2	3.520671
ref2509590261	2509276064	Draft	Bacteria	Deinococcus-Thermus	6	6.650868
ref2509593710	2509276065	Finished	Bacteria	Deinococcus-Thermus	4	4.513714
ref2509595627	2509276066	Finished	Bacteria	Bacteroidetes	5	3.350206
ref2509599833	2509276067	Finished	Bacteria	Bacteroidetes	5	3.076856
ref2509601703	2509601000	Finished	Bacteria	Proteobacteria	1	1.441139
ref2509603271	2509601001	Finished	Bacteria	Bacteroidetes	3	2.399175
ref2509622887	2509601004	Finished	Bacteria	Planctomycetes	8	9.755686
ref2509661881	2509601008	Finished	Archaea	Euryarchaeota	2	2.714013
ref2509690981	2509601011	Finished	Bacteria	Synergistetes	2	2.1607
ref2509710144	2509601013	Permanent Draft	Bacteria	Cyanobacteria	3	7.386997
ref2509724078	2509601017	Finished	Bacteria	Firmicutes	5	2.649255
ref2509740724	2509601019	Finished	Bacteria	Proteobacteria	1	6.527027
ref2509743894	2509601020	Permanent Draft	Bacteria	Bacteroidetes	3	2.880076
ref2509767818	2509601025	Finished	Bacteria	Cyanobacteria	4	7.610589
ref2509774871	2509601026	Permanent Draft	Bacteria	Cyanobacteria	2	6.891283
ref2509780314	2509601027	Permanent Draft	Bacteria	Cyanobacteria	3	5.742264
ref2509786559	2509601028	Permanent Draft	Bacteria	Acidobacteria	2	4.127237
ref2509788636	2509601029	Permanent Draft	Bacteria	Firmicutes	2	2.888741
ref2509803511	2509601031	Permanent Draft	Bacteria	Cyanobacteria	3	7.262454
ref2509811262	2509601032	Finished	Bacteria	Cyanobacteria	5	6.718869
ref2509819397	2509601034	Finished	Bacteria	Proteobacteria	4	3.603458
ref2509822740	2509601035	Finished	Bacteria	Bacteroidetes	2	3.734239
ref2509826309	2509601036	Permanent Draft	Bacteria	Bacteroidetes	4	2.521238
ref2509839229	2509601038	Permanent Draft	Bacteria	Bacteroidetes	5	5.982061
ref2509844872	2509601039	Permanent Draft	Bacteria	Cyanobacteria	3	9.422968
ref2509856964	2509601041	Permanent Draft	Bacteria	Bacteroidetes	3	6.22103
ref2509862205	2509601042	Permanent Draft	Bacteria	Actinobacteria	2	5.58578
ref2509869333	2509601044	Permanent Draft	Bacteria	Proteobacteria	1	3.759482
ref2509875251	2509601046	Permanent Draft	Bacteria	Cyanobacteria	2	4.263418
ref2509882717	2509601048	Finished	Archaea	Euryarchaeota	3	4.3541
ref2510025932	2509887024	Draft	Bacteria	Cyanobacteria	5	11.416284
ref2510038798	2509887025	Permanent Draft	Bacteria	Actinobacteria	1	7.590853
ref2510054988	2509887032	Permanent Draft	Bacteria	Firmicutes	2	2.884521
ref2510059734	2509887033	Permanent Draft	Bacteria	Bacteroidetes	1	3.768016
ref2510061231	2509887034	Draft	Bacteria	Firmicutes	2	5.307226
ref2510069406	2510065001	Draft	Bacteria	Proteobacteria	2	0.57439
ref2510073427	2510065002	Draft	Bacteria	Proteobacteria	1	3.575339
ref2510075139	2510065003	Draft	Bacteria	Proteobacteria	1	2.619384
ref2510076463	2510065004	Draft	Bacteria	Proteobacteria	1	1.155312
ref2510077592	2510065005	Permanent Draft	Archaea	Euryarchaeota	1	2.176573
ref2510090402	2510065008	Finished	Bacteria	Cyanobacteria	3	8.728773
ref2510092772	2510065009	Finished	Archaea	Crenarchaeota	1	1.546846
ref2510094063	2510065010	Permanent Draft	Bacteria	Cyanobacteria	2	5.530391
ref2510100366	2510065011	Permanent Draft	Bacteria	Cyanobacteria	1	6.152351
ref2510117670	2510065015	Permanent Draft	Bacteria	Proteobacteria	4	5.507213
ref2510119687	2510065016	Finished	Bacteria	Firmicutes	4	2.943336
ref2510153227	2510065023	Finished	Archaea	Thaumarchaeota	1	2.833736
ref2510178581	2510065029	Finished	Bacteria	Proteobacteria	4	4.227134
ref2510200027	2510065032	Permanent Draft	Bacteria	Deinococcus-Thermus	3	4.688964
ref2510237339	2510065042	Finished	Bacteria	Proteobacteria	1	4.74545
ref2510241819	2510065044	Finished	Bacteria	Firmicutes	11	4.873567
ref2510248097	2510065045	Permanent Draft	Bacteria	Proteobacteria	1	7.761063
ref2510256198	2510065046	Permanent Draft	Bacteria	Proteobacteria	2	4.103433
ref2510264020	2510065048	Draft	Bacteria	Firmicutes	3	4.784942
ref2510265878	2510065049	Finished	Bacteria	Verrucomicrobia	1	7.417673
ref2510270457	2510065050	Finished	Bacteria	Proteobacteria	3	3.779112
ref2510275058	2510065051	Finished	Archaea	Euryarchaeota	2	4.131276
ref2510280810	2510065052	Permanent Draft	Bacteria	Synergistetes	5	3.488464
ref2510285505	2510065053	Permanent Draft	Bacteria	Proteobacteria	2	5.005518
ref2510296087	2510065055	Permanent Draft	Bacteria	Proteobacteria	1	5.037935
ref2510302568	2510065056	Permanent Draft	Bacteria	Proteobacteria	1	6.712855
ref2510319238	2510065059	Permanent Draft	Bacteria	Proteobacteria	1	6.847884
ref2510332355	2510065062	Permanent Draft	Bacteria	Actinobacteria	4	9.918887
ref2510336333	2510065063	Permanent Draft	Bacteria	Proteobacteria	1	3.401613
ref2510341657	2510065064	Permanent Draft	Bacteria	Proteobacteria	1	3.362285
ref2510347884	2510065069	Draft	Bacteria	Proteobacteria	2	2.733974
ref2510374789	2510065076	Finished	Bacteria	Proteobacteria	3	6.703653
ref2510396146	2510065083	Permanent Draft	Bacteria	Actinobacteria	1	5.521908
ref2510399026	2510065084	Permanent Draft	Bacteria	Actinobacteria	3	9.195993
ref2510409422	2510065085	Permanent Draft	Bacteria	Firmicutes	3	2.499862
ref2510410355	2510065086	Finished	Bacteria	Thermotogae	2	2.975953
ref2510416175	2510065087	Permanent Draft	Bacteria	Proteobacteria	4	4.096386
ref2510435220	2510065092	Permanent Draft	Bacteria	Proteobacteria	1	6.515922
ref2510437287	2510436000	Finished	Bacteria	Cyanobacteria	3	6.761765
ref2510445132	2510436001	Finished	Bacteria	Proteobacteria	2	3.207552
ref2510470330	2510461001	Draft	Bacteria	Firmicutes	3	3.033598
ref2510476524	2510461003	Draft	Bacteria	Proteobacteria	3	1.195457
ref2510560287	2510461018	Draft	Bacteria	Proteobacteria	1	4.424585
ref2510562486	2510461019	Draft	Bacteria	Proteobacteria	1	3.855987
ref2510572154	2510461022	Finished	Archaea	Euryarchaeota	3	3.788356
ref2510672457	2510461037	Draft	Bacteria	Cyanobacteria	3	6.197726
ref2510755264	2510461047	Finished	Bacteria	Proteobacteria	2	4.875481
ref2510774520	2510461052	Draft	Bacteria	Proteobacteria	1	1.196715
ref2510776951	2510461053	Permanent Draft	Bacteria	Firmicutes	2	6.156735
ref2510785801	2510461056	Permanent Draft	Bacteria	Proteobacteria	1	3.019868
ref2510845127	2510461070	Finished	Bacteria	Acidobacteria	2	5.227858
ref2510909790	2510461079	Permanent Draft	Bacteria	Proteobacteria	1	1.395997
ref2510921261	2510917000	Permanent Draft	Bacteria	Proteobacteria	1	5.158349
ref2510921466	2510917001	Finished	Bacteria	Bacteroidetes	1	0.283896
ref2511041680	2510917005	Draft	Bacteria	Cyanobacteria	1	5.200544
ref2511072964	2510917010	Finished	Bacteria	Firmicutes	5	3.551206
ref2511102132	2510917015	Draft	Bacteria	Proteobacteria	6	7.950052
ref2511115035	2510917017	Permanent Draft	Bacteria	Firmicutes	3	1.968532
ref2511233391	2511231000	Permanent Draft	Bacteria	Bacteroidetes	1	4.488346
ref2511252015	2511231003	Permanent Draft	Bacteria	Proteobacteria	4	5.606035
ref2511273158	2511231007	Permanent Draft	Bacteria	Proteobacteria	1	6.306603
ref2511292156	2511231010	Permanent Draft	Bacteria	Proteobacteria	1	6.373152
ref2511363851	2511231022	Permanent Draft	Bacteria	Proteobacteria	1	6.719296
ref2511380913	2511231025	Permanent Draft	Bacteria	Proteobacteria	2	5.324661
ref2511391740	2511231027	Permanent Draft	Bacteria	Proteobacteria	2	5.013807
ref2511435297	2511231035	Permanent Draft	Bacteria	Proteobacteria	1	5.34161
ref2511462403	2511231042	Permanent Draft	Bacteria	Proteobacteria	1	1.302704
ref2511464618	2511231043	Permanent Draft	Bacteria	Proteobacteria	1	1.395115
ref2511488937	2511231049	Permanent Draft	Bacteria	Bacteroidetes	1	5.168091
ref2511496712	2511231051	Draft	Bacteria	Chlorobi	1	2.735367
ref2511505232	2511231053	Finished	Archaea	Euryarchaeota	1	2.086428
ref2511508909	2511231054	Finished	Bacteria	Proteobacteria	2	3.948887
ref2511512157	2511231055	Finished	Bacteria	Proteobacteria	2	4.348133
ref2511517814	2511231057	Finished	Bacteria	Firmicutes	5	1.515556
ref2511519296	2511231058	Finished	Bacteria	Tenericutes	2	0.832603
ref2511525993	2511231060	Finished	Bacteria	Proteobacteria	2	4.967469
ref2511527389	2511231061	Finished	Bacteria	Proteobacteria	1	1.275089
ref2511528482	2511231062	Finished	Bacteria	Proteobacteria	1	1.283087
ref2511531091	2511231064	Finished	Bacteria	Firmicutes	10	4.207222
ref2511536457	2511231065	Finished	Bacteria	Proteobacteria	6	5.916782
ref2511541699	2511231066	Finished	Bacteria	Tenericutes	1	0.919992
ref2511548019	2511231068	Finished	Archaea	Euryarchaeota	3	3.890005
ref2511548926	2511231069	Finished	Bacteria	Proteobacteria	1	2.481983
ref2511557475	2511231072	Finished	Bacteria	Proteobacteria	1	1.762765
ref2511558606	2511231073	Finished	Bacteria	Tenericutes	1	0.70927
ref2511564776	2511231076	Finished	Bacteria	Firmicutes	6	1.620005
ref2511566942	2511231077	Finished	Bacteria	Firmicutes	4	1.931012
ref2511571747	2511231079	Finished	Bacteria	Firmicutes	9	6.083395
ref2511575744	2511231080	Finished	Bacteria	Proteobacteria	4	4.134229
ref2511586982	2511231083	Finished	Bacteria	Actinobacteria	5	2.427149
ref2511593286	2511231085	Finished	Bacteria	Proteobacteria	7	4.07774
ref2511599212	2511231086	Finished	Bacteria	Actinobacteria	9	8.783278
ref2511605608	2511231087	Finished	Bacteria	Proteobacteria	3	3.277512
ref2511608909	2511231089	Finished	Bacteria	Actinobacteria	5	2.499189
ref2511628234	2511231093	Finished	Archaea	Crenarchaeota	1	1.841542
ref2511628840	2511231094	Finished	Bacteria	Proteobacteria	8	4.332995
ref2511633069	2511231095	Finished	Bacteria	Actinobacteria	3	2.498766
ref2511641992	2511231098	Finished	Bacteria	Firmicutes	6	2.928879
ref2511646578	2511231099	Finished	Bacteria	Actinobacteria	5	2.485519
ref2511657109	2511231103	Finished	Bacteria	Spirochaetes	1	1.403443
ref2511658171	2511231104	Finished	Bacteria	Proteobacteria	3	4.587455
ref2511662328	2511231105	Finished	Bacteria	Bacteroidetes	1	0.590336
ref2511662627	2511231106	Finished	Bacteria	Firmicutes	3	2.487765
ref2511670740	2511231109	Finished	Archaea	Euryarchaeota	2	1.746697
ref2511673858	2511231110	Finished	Bacteria	Proteobacteria	6	2.136808
ref2511675541	2511231111	Finished	Bacteria	Actinobacteria	5	2.530683
ref2511677470	2511231112	Finished	Bacteria	Bacteroidetes	1	0.609561
ref2511681206	2511231113	Finished	Bacteria	Actinobacteria	6	8.092553
ref2511685420	2511231114	Finished	Bacteria	Actinobacteria	6	3.433007
ref2511690713	2511231115	Finished	Bacteria	Actinobacteria	5	2.433326
ref2511691727	2511231116	Finished	Bacteria	Firmicutes	5	2.56272
ref2511696733	2511231118	Finished	Bacteria	Firmicutes	7	1.37577
ref2511705380	2511231121	Finished	Bacteria	Firmicutes	9	3.59662
ref2511709325	2511231122	Finished	Bacteria	Bacteroidetes	5	3.162865
ref2511714115	2511231123	Finished	Bacteria	Firmicutes	1	2.195458
ref2511715581	2511231124	Finished	Bacteria	Proteobacteria	8	5.974109
ref2511722833	2511231126	Finished	Bacteria	Actinobacteria	5	2.426551
ref2511724710	2511231127	Finished	Bacteria	Proteobacteria	3	1.638559
ref2511726037	2511231128	Finished	Bacteria	Firmicutes	4	3.592125
ref2511729475	2511231129	Finished	Bacteria	Proteobacteria	9	5.452646
ref2511743873	2511231132	Finished	Bacteria	Spirochaetes	2	1.13933
ref2511744966	2511231133	Finished	Bacteria	Firmicutes	4	2.739625
ref2511747871	2511231134	Finished	Bacteria	Firmicutes	3	4.470622
ref2511752337	2511231135	Finished	Bacteria	Proteobacteria	2	0.719535
ref2511771232	2511231141	Finished	Bacteria	Firmicutes	6	3.124048
ref2511776317	2511231143	Finished	Bacteria	Firmicutes	4	2.016426
ref2511784353	2511231144	Finished	Bacteria	Proteobacteria	6	8.896411
ref2511790841	2511231146	Finished	Bacteria	Proteobacteria	3	3.359001
ref2511795949	2511231148	Finished	Archaea	Euryarchaeota	1	2.064136
ref2511801340	2511231151	Finished	Bacteria	Actinobacteria	6	9.239851
ref2511814608	2511231153	Finished	Bacteria	Actinobacteria	4	2.320595
ref2511816414	2511231154	Finished	Bacteria	Actinobacteria	4	2.335323
ref2511822130	2511231156	Finished	Bacteria	Proteobacteria	5	6.845832
ref2511827941	2511231157	Finished	Bacteria	Firmicutes	5	2.167264
ref2511830309	2511231158	Finished	Bacteria	Proteobacteria	1	0.627953
ref2511848273	2511231163	Finished	Bacteria	Tenericutes	1	0.83748
ref2511860491	2511231166	Finished	Bacteria	Firmicutes	4	2.038409
ref2511866335	2511231168	Finished	Bacteria	Proteobacteria	2	1.566655
ref2511867916	2511231169	Finished	Bacteria	Firmicutes	4	1.966362
ref2511874112	2511231170	Finished	Bacteria	Proteobacteria	7	5.038386
ref2511878638	2511231172	Finished	Bacteria	Actinobacteria	3	6.194645
ref2511883061	2511231173	Finished	Bacteria	Firmicutes	10	4.011949
ref2511900062	2511231177	Finished	Bacteria	Proteobacteria	5	2.947662
ref2511910190	2511231180	Finished	Bacteria	Firmicutes	7	3.939203
ref2511915700	2511231181	Finished	Bacteria	Actinobacteria	4	10.236779
ref2511924872	2511231182	Finished	Bacteria	Proteobacteria	5	2.256675
ref2511935373	2511231185	Finished	Bacteria	Firmicutes	5	2.960339
ref2511942124	2511231187	Finished	Bacteria	Deinococcus-Thermus	2	2.263488
ref2511944015	2511231188	Finished	Bacteria	Proteobacteria	5	3.277101
ref2511952188	2511231193	Finished	Bacteria	Firmicutes	4	2.183059
ref2511956091	2511231195	Permanent Draft	Bacteria	Proteobacteria	1	2.985589
